"19564","(36.81769, -1.28299)"
"19565","(36.81147, -1.26444)"
"16394","(35.63219, -0.36102)"
"19567","(36.81147, -1.26444)"
"19568","(36.82674, -1.28333)"
"19569","(36.82763, -1.28799)"
"16398","(35.96677, -0.4957)"
"16399","(35.75342, -0.31902)"
"14536","(34.9847, 1.00167)"
"20887","(35.55699, 2.26317)"
"20886","(36.87538, -1.29383)"
"20733","(37.51157, -1.23918)"
"20732","(37.50989, -1.44701)"
"20735","(35.339079, -0.882135)"
"20734","(37.54875, -1.14558)"
"20881","(36.63911, -1.2739)"
"20736","(36.81368, -1.25811)"
"20739","(37.74914, 0.54076)"
"20738","(37.19897, -1.73765)"
"20793","(38.08776, -2.36111)"
"20889","(38.27014, -0.86958)"
"20888","(38.24294, -0.76371)"
"14163","(34.055226, -0.066475)"
"14532","(35.03893, 1.0479)"
"13289","(40.20173, -0.26111)"
"13288","(40.29318, -0.11627)"
"13287","(41.85256, 3.93507)"
"13285","(40.05686, 1.75129)"
"13284","(39.64778, -0.44803)"
"13283","(40.05763, 1.74985)"
"13282","(40.45615, -0.03048)"
"13281","(40.04766, 1.73461)"
"13280","(40.05667, 1.74889)"
"14160","(34.4546, 0.02944)"
"20792","(38.01241, -2.33019)"
"14167","(34.28649, -0.4747)"
"14166","(34.58272, -0.79494)"
"21283","(36.953, -1.48826)"
"21280","(36.72637, 0.1204)"
"21281","(36.75789, -1.31156)"
"21286","(36.79111, -1.29342)"
"21287","(36.79076, -1.29069)"
"21284","(36.96628, -1.47236)"
"21285","(36.60342, -0.75486)"
"21288","(36.69451, -1.28115)"
"21289","(35.3481191, -0.7304106)"
"20089","(36.72812, -1.34268)"
"20088","(37.64822, -0.68118)"
"20087","(37.81712, -0.74927)"
"20086","(36.81468, -1.31479)"
"20085","(39.70989, -4.00366)"
"20084","(34.80568, 1.36064)"
"20083","(35.01907, 2.01672)"
"20082","(36.86496, -1.09275)"
"20081","(36.06775, -0.29534)"
"20080","(36.89648, -1.28131)"
"10390","(37.04805, -0.26875)"
"10391","(37.10665, -0.95138)"
"10392","(36.76355, -0.94381)"
"10393","(37.3322, -0.47531)"
"10394","(36.70875, -1.02817)"
"10396","(36.94852, -0.506)"
"10397","(36.90191, -0.60031)"
"10398","(37.25387, -0.63112)"
"10399","(37.25078, -0.63112)"
"16936","(38.43968, -0.8428)"
"16937","(38.26727, -1.11854)"
"16934","(38.04969, -1.107757)"
"16935","(38.40421, -0.76799)"
"16932","(38.00722, -1.15048)"
"16933","(38.09948, -1.10185)"
"16930","(37.98712, -1.09944)"
"16931","(37.98919, -1.02139)"
"16091","(33.97581, 0.0972)"
"19971","(34.03444, -0.49119)"
"16938","(38.50573, -0.75965)"
"16939","(38.12475, -0.97474)"
"12226","(37.72175, -0.62169)"
"12227","(37.60898, -0.42592)"
"12224","(37.44962, -0.4073)"
"12225","(37.45, -0.41)"
"12222","(38.14709, -0.09756)"
"12223","(37.44877, -0.41107)"
"12220","(37.38473, -1.20813)"
"12221","(37.47802, -0.43104)"
"19977","(37.77472, -2.15726)"
"12228","(37.90478, 0.31292)"
"16256","(35.02643, -0.82872)"
"15708","(35.41815, 1.26193)"
"19975","(36.82406, -1.28489)"
"15878","(34.64638, 0.0406)"
"15879","(34.70239, 0.00135)"
"15876","(34.63297, 0.11259)"
"15877","(34.70252, 0.31848)"
"15874","(34.71645, 0.2652)"
"15875","(34.63229, 0.11624)"
"15872","(34.610867, 0.199222)"
"15873","(34.56794, 0.28893)"
"15870","(34.57131, 0.01411)"
"15871","(34.56295, 0.56893)"
"10578","(36.91892, -0.6982)"
"10579","(37.03161, -0.37097)"
"10574","(37.20747, -0.5413)"
"10575","(37.2113, -0.536785)"
"10577","(36.9288, -0.698678)"
"10570","(37.1097, -0.440945)"
"16707","(34.75768, 0.70971)"
"10573","(36.76481, -1.14853)"
"18934","(35.18473, 0.10631)"
"18935","(35.18542, 0.10409)"
"18936","(37.34003, 0.23188)"
"18937","(37.93981, 0.23558)"
"18930","(37.45396, 1.83473)"
"18931","(37.7363, -0.22901)"
"18933","(37.6205, -0.24303)"
"18938","(37.92872, 0.26844)"
"18939","(34.46411, 0.2442)"
"14603","(34.99414, 1.03424)"
"18828","(36.89465, -1.20876)"
"18829","(36.3256, -0.50101)"
"18530","(34.66174, -0.52177)"
"16507","(37.26411, -0.368274)"
"11846","(41.12397, -2.08014)"
"11845","(39.69266, -3.54295)"
"11844","(40.11485, -3.21693)"
"11843","(40.11293, -3.22078)"
"11333","(39.67359, -4.06385)"
"18823","(35.96529, -0.16899)"
"16506","(37.34752, -0.44475)"
"11841","(37.67626, -3.3951)"
"18646","(37.65643, 0.0462)"
"18647","(37.65503, 0.04541)"
"18644","(37.65689, 0.04562)"
"19037","(39.64987, -0.46587)"
"18645","(37.65698, 0.04604)"
"14343","(35.30549, 0.57713)"
"18643","(37.65643, 0.04536)"
"14479","(35.85272, -1.85142)"
"14478","(36.11773, -0.23076)"
"14341","(35.3297, 0.39066)"
"19576","(36.8222, -1.28238)"
"14471","(36.03315, -0.86997)"
"14470","(35.904154, -0.551166)"
"14473","(36.1949, 0.41527)"
"14340","(35.45584, 0.38446)"
"14475","(36.7349, -1.61761)"
"14474","(35.56755, -0.00074)"
"14477","(35.82863, -0.01726)"
"14476","(36.20453, -1.12233)"
"19574","(36.82665, -1.28369)"
"18319","(37.45099, -0.53512)"
"16663","(34.76612, -0.089975)"
"12505","(37.54573, -0.83933)"
"19572","(36.8182, -1.28481)"
"13841","(34.36701, -0.73166)"
"13840","(34.38299, 0.13766)"
"13843","(34.57814, -0.52233)"
"13842","(34.41892, -0.51271)"
"13845","(34.37752, -0.06975)"
"13844","(34.2798, -0.88761)"
"13847","(34.62814, -0.80782)"
"13846","(34.3637, 0.015644)"
"13849","(34.51017, -0.49253)"
"13848","(34.46748, -0.06836)"
"18648","(37.65473, 0.0455)"
"16388","(34.6478, 0.696185)"
"19578","(36.90296, -1.24615)"
"17030","(41.11829, 3.97266)"
"19033","(36.78291, -1.31448)"
"20746","(39.47737, -4.46768)"
"11569","(39.6941, -4.04624)"
"20747","(37.2664, 1.5816)"
"11560","(41.17254, -1.7508)"
"17034","(36.53696, 0.26491)"
"11562","(39.95973, -3.02853)"
"11563","(40.14481, -2.86296)"
"11564","(40.14839, -2.86353)"
"11565","(40.72228, -2.4288)"
"11566","(39.47214, -3.8631)"
"11567","(40.1178, -3.21487)"
"20742","(39.60344, -4.03874)"
"19030","(39.49566, 1.01779)"
"17037","(36.22834, -0.00033)"
"10862","(36.66735, -1.17044)"
"19194","(37.34575, -1.30243)"
"19031","(39.49343, 1.01708)"
"20370","(36.65985, -1.45336)"
"16239","(38.1098, -0.17512)"
"19918","(37.12093, -0.93723)"
"16728","(36.02928, 0.84622)"
"16723","(35.36943, -0.17332)"
"16722","(35.34669, -0.13716)"
"16233","(37.6815, -0.39741)"
"16720","(34.95072, 0.4947)"
"16235","(37.8572, 0.14758)"
"16234","(37.79109, 0.15046)"
"16237","(38.04147, -0.15297)"
"16236","(37.71759, 0.1284)"
"12039","(37.55469, -0.39585)"
"12038","(37.58755, -0.43858)"
"12033","(37.47976, -0.48227)"
"12032","(37.57232, -0.38124)"
"12031","(37.66027, -0.01057)"
"12030","(37.04915, 2.3559)"
"12037","(37.60263, -0.21151)"
"12036","(37.76489, 0.03021)"
"12035","(37.4785, -0.53518)"
"12034","(37.9423, -0.29656)"
"16250","(36.94245, -1.39482)"
"18054","(34.58018, -1.07101)"
"16192","(39.64079, -3.86215)"
"16257","(34.72395, -0.79871)"
"19095","(37.07833, 0.01584)"
"19096","(36.68933, -1.42836)"
"10761","(36.96321, -0.90231)"
"10760","(36.9145, -0.977596)"
"10763","(37.04496, -0.56236)"
"10762","(37.05431, -0.55675)"
"10765","(37.10317, -1.05501)"
"10764","(37.1306, -0.731465)"
"10767","(36.7609, -0.945628)"
"10766","(37.46157, -0.60638)"
"10769","(37.10517, -1.05841)"
"10768","(37.254, -0.621)"
"16254","(37.47074, -1.79028)"
"19097","(37.05427, 0.12097)"
"14642","(35.10722, 0.49177)"
"14643","(35.34123, 4.72124)"
"14640","(35.01878, 0.4102)"
"14865","(34.9454, -0.97105)"
"14646","(35.0449, 1.07622)"
"14647","(35.37531, -0.31507)"
"18895","(36.87222, -1.23404)"
"18894","(36.86917, -1.27951)"
"18545","(37.62951, -1.77848)"
"18899","(38.00942, -1.36575)"
"18898","(34.46935, -1.07003)"
"18543","(36.86483, -1.29293)"
"14869","(37.01297, 0.47444)"
"19090","(38.56071, -3.39373)"
"13070","(36.871, -1.24875)"
"13071","(36.9038, -1.20244)"
"13072","(36.8574, -1.29206)"
"13074","(36.83427, -1.30672)"
"13075","(36.8476, -1.26038)"
"13076","(36.84912, -1.26097)"
"13077","(36.86485, -1.25323)"
"13078","(36.8495, -1.25904)"
"13079","(36.8865, -1.31699)"
"19234","(36.88563, -1.24781)"
"18587","(35.69273, -0.42677)"
"18769","(36.84545, -1.27144)"
"18768","(38.4055, -1.64047)"
"18099","(35.18479, 3.57793)"
"18098","(34.34985, 4.20288)"
"18761","(36.98239, -1.14276)"
"18760","(37.30331, -1.8788)"
"18763","(36.743217, -1.334387)"
"18762","(36.93976, -1.21937)"
"18765","(35.60758, 3.11045)"
"18764","(35.60969, 3.10973)"
"18767","(35.87267, -1.09118)"
"18094","(38.01022, -1.36595)"
"20270","(37.86618, -1.96303)"
"20271","(37.76967, -2.07199)"
"20272","(36.97006, -1.04966)"
"20273","(37.00693, -1.12847)"
"20274","(37.97725, -1.31142)"
"20275","(38.36255, -0.85576)"
"20276","(36.92525, -1.26319)"
"20277","(38.36379, -1.05364)"
"20278","(38.364411, -1.05282)"
"20279","(38.35623, -0.99936)"
"10185","(36.36956, -0.275501)"
"10184","(36.91772, -1.20885)"
"10187","(36.9985, -0.745661)"
"10181","(37.094, -0.00133164)"
"10180","(36.90299, -0.33025)"
"10183","(37.094, -0.00133164)"
"10182","(37.094, -0.00133164)"
"10189","(36.42123, 0.03212)"
"10188","(37.32517, -0.56817)"
"16258","(34.5468, -0.67527)"
"19093","(36.7919, -1.39621)"
"20376","(39.40521, -4.5234)"
"16357","(35.267, 0.5189)"
"19235","(37.4763, -2.04235)"
"15119","(35.95241, -0.22109)"
"15118","(35.3647, -0.13473)"
"15115","(35.1005, 1.1339)"
"15114","(36.15748, -0.00195)"
"15117","(35.4116, 3.66088)"
"15116","(35.30113, -0.84045)"
"15111","(35.69514, -0.02207)"
"15110","(35.57752, 1.02885)"
"15113","(35.7932, -1.31828)"
"15112","(36.03052, 0.15998)"
"17393","(36.77791, -1.31428)"
"12859","(38.1992, -1.24956)"
"12858","(37.66574, -0.14245)"
"12589","(37.66054, -0.27457)"
"12588","(37.6617, -0.27363)"
"12583","(38.072, -1.32272)"
"12582","(37.40665, -1.77567)"
"12581","(37.79092, 0.21501)"
"12580","(37.68872, 0.03043)"
"12587","(38.00028, -1.19241)"
"12854","(38.44397, -0.92169)"
"12585","(37.474, -1.16451)"
"12584","(37.81183, -1.69906)"
"18244","(37.67678, -0.93695)"
"13149","(36.89201, -1.24921)"
"19359","(34.95408, -0.00827)"
"13988","(34.3223, -0.9324)"
"13989","(34.5712, -0.6623)"
"13984","(34.6345, -0.796646)"
"13985","(34.72154, -0.84779)"
"13986","(34.76477, -0.83125)"
"13987","(34.37778, -0.16875)"
"13980","(34.62273, -0.43925)"
"13981","(34.80357, -0.45299)"
"13982","(34.74765, -0.89096)"
"13983","(34.679, -0.898421)"
"14570","(35.3993, 0.60296)"
"19257","(35.42118, 1.13826)"
"10432","(36.8629, -0.61066)"
"19254","(37.51043, -2.92608)"
"13678","(34.9482, -0.763271)"
"13679","(34.84601, -0.73374)"
"17299","(35.49531, 0.97653)"
"13673","(34.72977, -0.88896)"
"13670","(34.34824, -0.7179)"
"13671","(34.86165, -0.83844)"
"13676","(9.0, -0.5812)"
"13677","(35.04956, -0.54585)"
"13674","(34.78189, -0.784453)"
"13675","(34.89352, -0.78225)"
"19762","(36.90102, -0.45423)"
"19763","(36.94542, -0.42687)"
"19760","(35.00364, 1.01515)"
"19761","(35.00208, 1.01555)"
"16006","(34.71162, 0.36881)"
"16007","(35.1233, 0.82203)"
"19764","(37.0, -0.42228)"
"16005","(34.8057, 0.55456)"
"16008","(35.11558, 0.8257)"
"19769","(37.09293, -0.57505)"
"19255","(39.60765, -4.02042)"
"17358","(35.27986, 0.24897)"
"17609","(38.03823, -1.42026)"
"17608","(34.55818, 0.62701)"
"17607","(34.51954, -0.87681)"
"17606","(38.26361, -1.9331)"
"17605","(38.33011, -2.13383)"
"17604","(38.14363, -1.472)"
"17351","(35.99533, 0.43994)"
"17602","(38.30103, -1.3988)"
"17353","(39.98646, 2.71032)"
"17352","(35.74169, 0.49418)"
"13519","(34.52704, -1.00098)"
"13518","(34.89962, -0.21854)"
"13517","(34.43824, -1.17283)"
"13516","(34.94904, -0.16599)"
"13515","(34.75456, -0.66426)"
"13514","(34.95055, -0.63996)"
"13513","(34.23423, 0.08843)"
"13512","(34.48347, -1.23508)"
"13511","(34.84983, -0.86912)"
"13510","(35.0168, -0.75647)"
"15340","(36.8079, -2.28132)"
"15341","(36.03247, -0.16458)"
"15342","(35.19206, 0.29277)"
"15343","(35.414, -0.20531)"
"19589","(36.80981, -1.26917)"
"15344","(34.98875, 0.62328)"
"19582","(36.83009, -1.28583)"
"19580","(36.8233, -1.28498)"
"12425","(37.6418, -0.58005)"
"20869","(35.1081, -0.3927)"
"20868","(35.15315, -0.35921)"
"20719","(36.66426, 0.92412)"
"20718","(36.82038, 0.9429)"
"20717","(36.7943, 0.99487)"
"20864","(36.54353, -0.19477)"
"20715","(36.56202, -0.82333)"
"20866","(36.4277, -0.08688)"
"20713","(36.34613, -0.36338)"
"20860","(36.64589, -1.27953)"
"20711","(39.29378, 2.56342)"
"20710","(40.06519, 1.7841)"
"12428","(37.70969, 0.1515)"
"15349","(36.57541, -0.08813)"
"19250","(35.16858, 0.31941)"
"19634","(36.89099, -1.25176)"
"19635","(35.47105, 1.48701)"
"19636","(36.84573, -1.29002)"
"15865","(34.57881, 0.08468)"
"19637","(36.84484, -1.28971)"
"19251","(35.06165, 0.01334)"
"15864","(34.69675, 0.80792)"
"16110","(34.72056, 0.18303)"
"13914","(34.13787, -0.05125)"
"15867","(34.5563, 0.0158238)"
"15866","(34.63435, 0.07941)"
"19632","(37.12668, -0.48316)"
"16113","(34.79913, 0.20371)"
"15860","(34.57788, 0.73435)"
"15863","(34.9562, 0.692313)"
"10378","(37.01437, -1.10176)"
"10379","(37.41089, -0.44404)"
"10377","(37.1602, -0.713561)"
"15862","(34.60541, 0.01081)"
"10372","(37.1229, -0.553581)"
"10373","(37.23723, -0.47564)"
"10370","(36.80429, -0.88699)"
"10371","(36.9985, -0.745661)"
"16118","(34.55751, 0.23641)"
"16119","(34.70353, 0.23131)"
"12208","(37.38233, -1.94705)"
"12209","(38.18897, -1.22538)"
"12204","(38.26674, -2.13709)"
"12205","(37.95338, -2.53789)"
"12206","(37.3365, -1.52214)"
"12207","(37.38488, -1.95045)"
"12200","(37.6434, -0.19953)"
"12201","(37.69087, -0.3013)"
"12202","(37.72891, -0.01787)"
"12203","(37.65303, -0.46839)"
"10518","(36.65511, -0.99314)"
"10519","(37.27131, -0.49822)"
"10512","(37.12638, -0.9372)"
"10513","(36.5649, -0.88273)"
"10511","(37.0472, -0.631256)"
"10516","(37.0979, -1.06743)"
"10517","(37.00901, -0.39099)"
"10514","(36.94057, -0.42634)"
"10515","(37.094, -0.00133164)"
"14981","(34.58289, 1.133)"
"18953","(36.78572, -1.84235)"
"14983","(36.085, 0.69994)"
"14982","(35.03828, 0.26641)"
"14985","(34.81707, -1.37142)"
"14984","(35.4368, 0.91401)"
"14987","(34.919272, 0.003962)"
"14986","(37.16625, 0.08227)"
"14989","(35.22434, 2.31124)"
"14988","(35.05103, 1.78654)"
"18958","(37.58563, -2.08684)"
"18959","(35.96312, 0.02326)"
"19514","(36.79282, -1.31551)"
"16392","(35.7349, -0.24807)"
"14189","(36.7523, -1.38778)"
"14188","(35.84816, -0.20643)"
"14181","(36.14533, -0.29656)"
"14180","(37.094, -0.00133164)"
"14183","(36.04388, -0.23285)"
"14182","(36.50854, -1.41187)"
"14185","(34.92782, 1.35742)"
"14184","(36.65714, -1.361581)"
"14187","(36.7523, -1.38778)"
"14186","(35.59954, 3.11942)"
"15854","(34.43328, 0.84009)"
"15855","(34.46232, 0.80289)"
"15856","(34.51192, 0.79371)"
"15857","(34.81167, 0.36948)"
"15850","(34.788307, 0.493803)"
"15851","(34.89857, 0.61913)"
"15852","(34.4828, 0.752671)"
"15853","(34.39332, 0.73417)"
"19818","(37.3477, -0.44758)"
"15858","(34.861, 0.576312)"
"15859","(34.75151, 0.45621)"
"21085","(36.5789, -1.5641)"
"18023","(37.06206, -0.00568)"
"14325","(34.96729, -0.02994)"
"14324","(35.09212, 0.23963)"
"14327","(35.57328, 1.07424)"
"14326","(35.1173, 0.34377)"
"18372","(36.06565, -0.28631)"
"14320","(35.20975, -0.599405)"
"14323","(35.17105, -0.50979)"
"14322","(35.19138, 0.1107)"
"14329","(35.20198, 1.30389)"
"14328","(35.65591, -0.67766)"
"14459","(37.3544, 1.31702)"
"14458","(36.13405, -0.25958)"
"17980","(36.78138, -1.16216)"
"17981","(36.84103, -1.17178)"
"17983","(36.62791, -1.15496)"
"17985","(36.04281, -0.17259)"
"17986","(34.91034, 0.83209)"
"17988","(36.24398, 0.07971)"
"17989","(36.71544, -1.22061)"
"16371","(35.1061, 2.06791)"
"15582","(36.49617, -1.91876)"
"19191","(37.98739, 0.33718)"
"15580","(35.36548, 1.26711)"
"15581","(36.7559, -1.39607)"
"15586","(35.0931, -0.58232)"
"15587","(35.21049, -0.89144)"
"15584","(35.1247, 0.98771)"
"15585","(35.38235, -0.56171)"
"15588","(36.3737, 0.40978)"
"15589","(36.3797, 0.40426)"
"19441","(36.90275, -1.2907)"
"19440","(36.89919, -1.2922)"
"13869","(34.80192, -0.88336)"
"13868","(34.77546, -0.8443)"
"13867","(34.8772, -0.89071)"
"13866","(34.74475, -0.65515)"
"13865","(34.45287, -1.09447)"
"13864","(34.97848, -0.38168)"
"13863","(34.71608, -0.553)"
"13862","(34.53995, -1.17217)"
"13861","(34.9168, -0.515649)"
"13860","(9.0, -0.59578)"
"19445","(36.91451, -1.26398)"
"19444","(36.91966, -1.26199)"
"15326","(35.53701, -0.41587)"
"12447","(37.71079, 0.18683)"
"12444","(37.68, -0.3)"
"12445","(37.73651, -0.22513)"
"15322","(35.09288, -0.8433)"
"12443","(37.66579, -0.42056)"
"12440","(37.26932, -1.52024)"
"12441","(37.65917, -0.78136)"
"12448","(37.4546, -0.540607)"
"12449","(38.06991, -1.2536)"
"19316","(36.84082, -1.26986)"
"19314","(36.83989, -1.26966)"
"19245","(35.16973, 0.31833)"
"16740","(37.34505, -1.30272)"
"16743","(37.2815, -1.28001)"
"16742","(37.32349, -1.27092)"
"16745","(37.59273, 0.39473)"
"16744","(38.02509, -1.53032)"
"16747","(37.3309, -0.985005)"
"16746","(37.3309, -0.985005)"
"16749","(37.0685, -1.02794)"
"16748","(36.93845, -1.15475)"
"19249","(35.16658, 0.31809)"
"19248","(35.16954, 0.31844)"
"19939","(35.3016, -0.78274)"
"19938","(37.41226, -0.42908)"
"12051","(38.58318, 3.59146)"
"12050","(39.31203, 3.47117)"
"12053","(38.05508, 2.34114)"
"12055","(36.9838, -1.46156)"
"12054","(36.82846, 3.06787)"
"12057","(39.07111, 3.52435)"
"12056","(37.96771, -2.41031)"
"19040","(36.84749, -2.43682)"
